age,income,loan_amount,loan_term,num_of_credit_lines,credit_history_length,num_of_delinquencies,credit_score,savings,employment_length,default
30,490.35,10590.48,17,3,5,1,663,28147.9,6,0
35,20303.98,13337.98,24,5,6,2,566,19621.62,10,0
30,1814.34,8289.28,12,2,2,4,653,13861.22,3,1
41,1645.11,3284.41,13,2,2,1,602,2774.3,10,1
45,1551.45,7702.25,18,4,3,3,540,24786.16,3,0
49,3243.48,6504.42,23,1,8,5,461,23450.44,1,0
31,106.84,3882.3,23,3,2,1,620,15268.13,5,0
39,15094.85,5781.05,13,2,1,4,546,7620.7,6,1
48,4164.46,3002.09,42,6,6,3,580,55795.11,17,0
56,6675.99,1032.24,19,2,2,2,574,5740.65,2,0
62,2497.84,6039.82,20,9,5,5,668,12022.37,4,0
46,1377.62,4363.97,14,1,2,3,589,8291.52,2,0
41,403.86,1564.89,17,4,2,3,732,5185.15,5,0
42,847.51,5075.52,42,3,3,2,595,13455.49,8,0
33,297.27,2761.62,22,5,7,0,504,24999.06,6,0
42,11682.62,7707.3,13,3,6,0,684,29811.23,10,0
29,93.27,3563.04,33,2,1,0,535,14362.88,13,0
37,843.31,11326.08,60,2,6,0,642,84891.85,29,1
58,3463.58,10522.69,31,5,4,1,581,6381.26,6,1
52,1288.06,3951.9,13,2,3,4,551,12664.62,1,0
52,311.54,2157.62,31,2,3,7,532,17043.64,8,0
45,277.16,14726.61,46,2,3,0,598,28601.21,12,0
45,540.47,1588.43,58,3,3,1,733,23969.39,2,0
48,4494.92,6860.04,14,3,5,4,662,15158.96,4,0
49,1217.67,1834.66,27,4,1,4,531,656.5,5,0
36,163.35,8289.85,46,14,1,1,569,24661.07,12,0
47,32583.2,10864.59,17,1,5,2,598,24705.86,7,0
57,1523.8,4256.77,17,6,4,5,632,6426.37,1,0
36,809.92,10192.44,18,7,2,3,596,13450.84,6,0
61,33375.96,9668.38,35,1,4,1,679,45915.07,4,1
29,2310.86,4028.09,20,6,2,4,515,26432.29,18,1
46,11519.15,12526.8,18,4,6,3,596,6457.84,0,0
45,1038.57,3968.2,40,2,2,2,547,10102.91,5,0
47,2750.9,7472.38,19,5,3,3,559,4635.15,2,1
34,2589.27,14188.12,29,2,4,0,626,33707.81,4,1
54,28412.3,8856.85,28,6,8,4,601,31365.0,1,0
50,4425.6,9008.9,42,2,4,4,615,4400.16,4,1
43,2604.77,1625.58,32,1,5,2,600,16506.75,4,1
59,49553.09,5005.13,34,1,5,2,572,58667.77,15,0
42,12461.01,1356.41,41,2,8,0,543,67976.82,20,0
47,6916.12,5427.89,20,1,7,2,684,28082.92,1,0
41,3003.61,1824.28,26,3,2,0,521,26924.57,13,1
37,3381.39,13862.24,18,2,3,0,538,33338.91,5,1
50,5240.73,3646.85,12,3,4,3,636,17851.29,5,0
48,10175.17,7607.83,18,3,5,1,632,8744.61,3,0
38,26850.82,7009.41,15,2,8,4,562,46803.6,10,0
49,3547.42,7551.63,51,3,4,2,572,25357.47,3,0
21,426.53,15911.75,14,2,2,1,568,25786.74,5,0
26,706.08,20293.02,22,3,3,2,630,41759.33,5,0
42,31058.5,10650.33,31,6,8,1,512,46727.61,12,0
42,6233.02,1696.61,45,6,7,0,677,50382.52,10,1
70,24328.76,8789.43,32,2,1,5,619,38070.44,16,1
36,6012.83,4837.89,19,2,1,5,588,2083.95,0,1
55,14546.27,2785.79,20,3,6,2,563,9573.4,6,1
60,1453.07,1260.28,17,1,1,8,656,6346.14,2,0
29,206.69,3340.81,38,3,1,1,544,15116.95,10,0
50,38072.94,8602.84,43,3,10,3,649,49160.42,2,0
20,962.64,12961.64,20,5,5,5,559,31065.96,4,1
27,685.12,6974.97,28,4,2,3,572,2298.71,3,1
55,7483.24,5458.63,25,4,2,3,586,4302.19,4,0
37,245289.79,15421.39,22,2,8,6,573,36467.26,8,0
43,9698.47,13005.2,26,1,4,1,623,39972.27,10,1
28,141.12,3148.81,21,1,3,0,577,6413.27,10,0
46,3736.57,4512.89,26,1,2,2,580,9266.57,8,0
27,372.85,5850.44,37,2,5,1,579,10624.32,11,0
24,515.79,8858.95,39,5,4,2,631,13672.36,9,0
26,1058.12,1511.35,33,2,3,5,587,37756.94,18,1
48,6294.67,7814.83,39,7,3,1,594,49599.92,14,1
18,79.68,9920.49,32,3,2,1,573,14391.39,2,1
43,9662.12,9999.78,37,1,2,0,669,2008.26,5,0
55,2210.22,10016.84,44,6,4,7,633,41968.4,6,0
46,28767.35,13081.11,17,7,5,1,668,11462.09,2,0
52,13950.12,9768.81,14,4,6,4,582,10900.47,2,0
32,2806.83,1648.28,25,2,2,4,640,26120.56,13,1
42,1018.16,3512.19,31,11,5,2,702,15282.05,5,0
51,30777.32,9956.98,30,3,4,1,564,268.15,3,0
51,2218.52,7071.13,35,3,2,0,522,19237.01,8,1
32,309.58,2560.03,43,2,2,1,544,6525.35,8,0
44,3415.62,2546.97,21,4,5,2,609,17007.94,1,1
24,106.98,1284.14,33,7,4,2,573,4273.7,13,0
40,2858.44,9323.93,36,4,6,1,586,22568.71,4,0
39,5527.93,1605.22,50,4,7,1,660,53620.48,11,1
43,1103.22,1505.08,35,2,2,0,638,581.29,9,0
40,1316.09,6446.52,33,2,2,2,566,2977.63,11,0
57,295.47,3862.46,38,3,4,7,674,24439.23,1,0
43,3142.86,9121.92,50,2,2,1,572,19210.72,5,0
58,3213.35,6644.87,30,4,4,6,559,34334.32,7,0
44,475.16,6770.81,42,2,5,2,673,3095.83,9,0
33,1695.55,8420.48,15,3,2,1,556,6605.6,8,1
50,11978.88,1405.21,14,2,5,0,550,28538.45,3,0
66,13503.43,8216.86,28,2,2,8,515,28075.34,11,0
44,31903.54,4028.14,43,4,9,2,552,58099.89,7,1
41,833.76,3847.8,44,2,4,0,552,1944.24,6,0
34,3981.94,14539.48,17,1,3,1,613,15098.0,5,1
34,3891.41,10657.31,16,1,5,2,508,21130.03,9,1
23,622.07,10539.22,48,3,4,1,533,10051.0,11,0
42,13356.01,11154.56,27,3,3,0,515,6714.92,9,0
33,907.34,7141.48,32,3,4,0,587,15874.95,5,0
38,3659.45,2688.59,25,5,2,2,627,21180.85,11,1
59,3784.73,16073.41,26,2,2,2,497,26971.99,0,1
31,107.27,3523.17,13,7,4,2,589,13869.8,11,0
43,8844.68,8619.5,13,5,2,2,612,19698.26,6,1
57,275.76,5449.43,52,4,5,5,691,37594.14,6,0
54,29576.3,10118.18,31,2,2,4,578,47203.36,10,1
18,44.84,3099.33,44,4,1,2,631,18760.9,16,0
49,828.85,5945.89,32,4,6,2,612,8786.93,4,0
45,2638.65,7872.58,21,2,2,3,577,3753.97,0,0
18,378.32,13727.38,41,2,1,0,613,625.65,15,0
49,1814.01,7026.52,18,2,3,5,623,5796.4,3,0
41,2348.24,7816.46,32,2,6,1,559,22851.15,2,0
43,1413.25,1019.32,33,5,5,2,634,27266.43,4,1
51,24060.32,5705.55,21,2,6,5,605,4060.65,8,1
41,18856.01,11173.73,13,2,8,0,618,26294.43,2,0
40,6305.79,7211.86,16,2,3,0,585,4342.49,16,1
31,463.17,6105.63,38,6,4,2,710,18086.89,11,0
52,10657.31,6807.04,27,3,4,4,650,10304.12,1,1
36,2512.6,3636.61,36,3,4,5,621,13570.58,5,1
34,430.1,7504.68,15,2,1,2,541,7700.3,6,0
64,18469.42,6651.26,36,4,5,1,516,2331.26,7,1
52,1103.11,2484.67,13,6,1,3,574,6699.8,3,0
57,328.0,1769.93,43,2,4,8,641,34484.53,5,0
53,1392.94,1780.11,16,3,2,5,593,5944.93,3,0
29,362.94,12506.98,21,3,5,1,621,38639.8,5,0
60,19996.49,11723.85,16,6,1,1,616,40714.21,13,1
49,11485.09,5481.35,20,3,3,1,575,14608.42,7,0
41,1785.02,2422.93,24,2,4,3,611,11307.61,2,1
50,2996.17,6006.76,28,5,4,4,542,2406.26,3,0
63,11707.8,14528.75,21,9,1,1,610,39369.52,8,1
48,2635.3,7244.26,47,4,2,3,613,21872.54,2,0
44,4237.7,6375.85,22,5,4,1,590,11235.44,5,0
39,2678.5,2547.88,12,3,4,3,642,8607.46,13,1
53,11018.25,9725.4,23,6,9,3,469,45937.35,4,0
54,13867.69,12908.35,52,1,7,0,645,90459.82,23,1
31,479.8,9561.57,20,2,3,2,702,10026.84,12,0
71,22564.28,20050.97,25,3,2,0,622,56848.19,12,1
18,269.15,18660.99,26,3,2,1,667,20396.25,13,0
56,1691.67,4784.35,21,7,2,4,546,5286.83,1,0
50,12962.35,9038.43,39,2,11,5,529,40758.65,2,0
33,2134.45,11896.46,21,7,4,0,595,21670.17,9,1
40,4439.83,8254.17,31,3,6,2,635,29102.3,4,1
18,362.99,23870.46,44,2,2,2,582,10374.72,17,0
43,23002.92,11045.81,31,5,1,1,640,7574.59,13,0
45,1468.36,8440.96,21,3,3,3,652,26710.81,0,0
23,434.23,13416.27,25,4,2,0,640,9789.81,7,0
44,895.69,1362.87,38,2,2,2,597,2480.05,9,0
27,366.25,8379.27,30,10,5,1,616,17124.66,10,0
34,1868.48,14291.08,39,3,8,3,631,75888.35,14,1
36,409.99,2629.86,21,1,3,0,623,13726.44,3,0
51,1262.63,2865.76,12,4,1,5,544,14444.97,10,0
41,731.57,6167.24,57,3,5,0,614,7191.11,8,0
35,1352.23,15823.94,24,2,5,2,522,47264.0,0,0
41,5263.61,5749.19,42,1,7,1,568,38142.17,7,1
30,90.06,4732.58,28,3,3,1,663,24669.86,4,0
19,813.77,22530.5,18,4,8,1,561,64001.05,3,1
33,1049.56,12383.49,19,2,3,2,523,5687.51,3,0
33,327.16,3613.71,28,5,4,1,601,9256.14,10,0
30,3313.42,5601.83,20,6,2,3,709,33386.75,23,1
26,381.54,3082.32,49,1,5,2,577,387.93,14,0
18,69.62,9247.78,34,4,4,2,591,10686.22,17,0
32,68362.03,15223.9,32,2,6,6,624,25957.77,13,0
49,614.39,1330.6,66,6,6,2,704,40681.65,2,0
42,33042.09,10823.05,15,3,6,1,570,28245.66,10,0
41,1701.85,6564.39,38,2,2,1,569,7328.2,5,0
34,116.55,7241.53,35,6,1,1,623,20602.83,13,0
50,58319.62,10700.41,16,7,6,1,610,16566.27,0,0
59,2662.87,5080.63,18,1,9,3,584,26955.13,2,0
42,22068.57,11308.95,14,3,6,0,558,25010.95,8,0
33,1012.66,10963.65,18,3,4,1,571,23808.29,4,1
37,4290.01,5131.5,16,2,3,2,613,3921.56,12,1
52,4334.54,4750.65,22,3,5,3,661,22075.53,2,0
49,1887.24,8065.26,59,4,5,6,629,35098.78,14,1
43,9777.69,14522.34,24,3,5,3,601,1204.61,4,1
22,210.39,2963.61,52,2,4,2,557,8314.27,17,0
44,28618.61,9237.85,22,3,5,1,594,36829.86,14,1
46,2536.83,3287.94,40,1,4,3,640,18189.4,1,1
44,2508.09,2948.84,44,4,6,1,548,11800.02,3,0
47,3189.23,6154.95,45,1,1,1,631,14824.87,0,0
18,1453.7,21903.45,35,2,6,2,656,39162.37,9,0
48,5626.1,4184.11,16,4,4,2,688,16831.28,6,0
40,473.79,1292.4,20,4,11,0,571,40592.67,5,0
23,124.94,3961.05,27,2,1,2,559,1237.09,9,0
32,5552.11,6276.63,38,7,1,4,671,15686.16,18,0
52,7186.12,7147.96,43,2,2,2,600,18354.95,0,0
40,32552.85,10814.57,33,5,8,0,638,47880.39,14,0
51,18989.5,9710.3,21,1,8,3,532,19204.32,7,0
32,931.68,6588.13,43,3,5,0,545,11736.21,7,0
62,5186.94,1419.63,24,2,6,6,517,16154.46,8,0
35,3272.92,8878.2,43,3,8,1,557,38293.92,9,1
37,2704.9,4953.97,33,3,4,1,614,15900.05,3,1
67,21573.69,17604.23,18,4,3,0,576,62322.24,14,1
51,5824.94,7305.34,57,3,6,2,634,33959.84,2,0
61,5679.72,1232.63,22,2,5,5,588,14628.25,3,1
27,581.41,11489.54,26,3,8,1,530,36132.85,8,0
34,410.81,6672.82,16,3,4,1,686,20542.09,5,0
61,1488.05,2177.28,32,2,2,7,543,7645.53,6,0
43,34296.08,14765.16,14,8,5,1,472,15951.28,6,1
29,537.29,8735.4,30,3,3,1,580,10505.15,8,0
21,670.83,16146.23,18,5,1,2,626,24460.11,2,0
37,18239.16,12158.93,28,5,10,0,714,47355.9,11,0
35,786.77,7245.54,19,4,8,0,638,34216.26,5,0
23,332.79,10572.84,27,4,3,1,561,18217.73,6,0
36,1469.11,4208.28,36,2,4,0,603,20728.11,6,1
38,3513.7,14928.88,22,3,3,1,649,35846.93,4,1
33,1816.11,1416.31,19,6,2,6,632,1852.62,4,1
43,408.09,5697.15,30,3,10,3,648,53374.28,3,0
30,725.78,5238.41,45,7,2,1,663,12043.76,8,0
44,5777.0,9504.03,42,2,3,0,593,11347.69,4,0
45,20207.74,10864.5,32,6,3,0,555,205.68,3,0
39,3046.93,12230.03,22,1,4,1,572,27543.18,1,0
25,220.32,3595.14,42,5,4,1,595,333.68,16,0
45,2727.34,4753.09,17,1,3,1,612,13544.29,10,1
40,59313.1,6593.47,33,4,9,3,626,62426.02,12,0
55,5993.16,2598.44,35,4,2,2,521,6773.56,5,0
42,87.67,14669.82,36,4,4,1,530,16793.54,11,0
50,410.19,3657.74,36,3,2,7,633,22223.5,0,0
44,966.29,7320.87,24,3,3,4,576,25218.02,1,0
59,5748.33,3574.46,41,2,2,4,690,10469.3,1,0
46,3782.82,5677.86,41,2,2,1,586,7569.15,6,0
44,5364.56,15023.48,16,2,3,4,529,32440.8,3,0
50,3396.26,5854.56,40,4,6,4,700,24795.5,5,1
51,26307.92,2951.31,17,7,3,2,595,24141.38,17,1
42,1850.18,1658.66,13,4,1,0,553,5621.11,6,1
20,1882.56,24726.96,16,4,1,0,609,36883.63,1,0
32,264.92,3218.37,30,4,3,1,656,9955.45,6,0
57,3962.91,4132.28,13,9,1,6,534,7583.93,4,0
44,982.24,18359.79,57,5,3,2,469,72322.03,22,1
21,119.92,3068.93,41,7,7,3,584,17458.34,13,0
46,27637.46,5049.03,17,3,4,2,570,25839.59,8,0
52,3219.91,5612.5,40,2,3,2,657,9154.12,3,1
40,435.31,3531.98,16,4,5,2,546,25653.6,3,0
35,4795.13,11140.68,15,1,2,2,465,7476.88,1,1
33,1969.73,9492.37,18,4,3,2,707,22334.41,2,1
48,2006.16,3668.14,22,6,7,2,582,30418.0,2,0
43,785.48,5754.65,26,6,3,1,528,14480.82,17,0
49,17606.53,12694.34,57,4,8,3,666,97242.89,21,1
18,189.1,11635.13,28,4,2,2,696,15200.32,9,0
39,4159.92,7243.48,22,6,6,2,531,17476.4,9,1
43,1968.13,3932.43,13,1,4,2,567,19730.64,8,0
54,50069.79,4630.01,27,2,4,3,689,39326.83,4,1
49,14586.13,9683.79,41,2,1,1,661,12520.23,1,0
43,2200.5,14918.59,31,3,5,4,563,49968.57,4,0
54,27514.37,10669.85,30,5,7,5,562,18687.05,3,1
32,243.22,6258.74,55,2,5,1,665,10710.25,12,0
52,9711.17,6878.41,31,3,4,1,532,6255.6,8,0
49,975.08,5099.53,45,5,3,4,608,24492.92,1,0
62,6899.44,9762.16,22,3,8,1,545,23320.47,7,1
38,414.2,2122.58,33,2,3,1,663,15306.43,6,0
27,47.65,7794.08,38,1,2,1,657,30239.07,16,0
55,3038.81,1066.33,39,2,6,1,584,31042.11,3,1
44,29994.97,12028.81,51,2,2,2,598,10255.27,2,0
59,1373.75,8129.19,16,5,5,4,592,9124.31,1,0
41,8986.06,7036.11,15,6,5,0,575,26507.66,10,0
23,667.64,11963.47,37,2,6,1,640,5995.43,1,1
45,2342.93,9483.02,19,3,6,4,548,30512.64,4,0
52,2474.65,6018.32,15,2,2,5,614,13842.56,2,0
46,662.63,8652.94,46,5,3,5,508,32467.53,0,0
18,244.01,22271.98,28,1,2,2,547,23776.89,14,0
51,7378.37,2683.65,14,2,6,1,629,20525.09,3,0
49,44679.31,11594.44,23,6,1,1,711,13079.02,3,1
34,638.02,1433.94,50,5,7,1,586,9827.44,10,0
38,9672.53,9189.06,49,1,2,4,590,2007.22,6,0
38,164.44,5088.85,31,4,8,4,617,46705.68,12,0
52,1561.19,2932.62,18,1,7,2,587,22944.09,0,0
43,19742.94,8528.69,38,1,11,2,601,56188.08,8,0
25,1085.16,3782.26,35,3,1,8,607,7514.04,4,1
39,6074.08,3848.43,29,4,4,1,655,29706.98,10,1
55,5053.55,4293.13,14,3,2,5,598,6510.67,2,0
44,8618.81,4176.09,14,3,4,5,519,7370.51,5,1
50,102961.04,13431.61,12,5,7,1,570,20960.18,1,0
37,369.7,1817.53,28,2,3,2,587,9690.21,3,0
40,6689.89,9173.4,46,4,2,2,547,6845.65,4,0
69,23725.27,18517.79,29,5,2,2,599,36751.3,6,1
43,12155.04,8443.98,24,7,4,0,583,13966.32,7,0
36,484.31,4862.93,55,1,2,0,552,29057.6,10,0
36,3234.61,11261.39,34,4,7,3,628,45148.68,0,1
45,9026.56,7168.63,34,1,2,0,645,1797.24,3,0
54,1459.11,1978.61,19,4,2,5,602,11047.21,1,0
41,3916.63,4075.41,15,4,5,1,521,30308.79,12,0
43,445.51,5328.81,24,2,5,2,654,40051.35,6,1
33,371.01,4045.57,26,5,8,0,593,25241.72,9,0
46,19851.91,7620.24,16,2,5,0,665,25335.54,8,0
31,1430.9,16510.09,12,5,5,2,657,6279.36,2,0
54,1617.02,2808.78,59,4,5,3,593,39102.64,6,0
44,3762.39,1488.76,38,3,4,1,509,39121.52,12,1
42,1236.67,6281.44,53,1,2,1,596,20936.41,2,0
41,1247.68,2402.1,40,2,2,0,563,3465.73,9,0
51,760.3,8087.1,31,4,4,3,570,5343.22,4,0
43,2050.1,10647.45,16,2,5,3,574,40414.6,4,0
37,165.09,5648.58,27,6,1,2,625,15457.49,12,0
45,5130.98,3850.69,25,2,1,4,600,8361.07,3,1
46,372.46,6555.88,28,6,2,3,579,18496.0,8,0
26,248.88,2684.08,46,2,1,1,610,11879.99,12,0
42,782.43,3477.28,32,3,5,0,589,7567.96,3,0
37,3803.68,7678.78,45,2,6,4,542,63673.75,15,1
44,6881.89,4081.82,21,4,3,4,619,12574.66,8,1
45,5913.9,8813.44,26,1,3,2,548,6029.81,6,0
42,13549.63,2090.32,25,3,3,3,619,16788.33,13,1
41,1866.37,9468.67,16,2,5,2,651,29145.79,0,0
26,65.38,6314.01,40,4,3,1,711,14858.05,17,1
52,683.64,1846.03,23,1,3,5,639,2663.91,3,0
56,4997.12,6950.11,32,3,3,5,595,15230.91,10,0
37,1338.44,3020.91,17,3,3,2,576,2645.24,8,1
45,483.43,2104.61,30,3,4,3,518,2351.23,14,0
50,2853.15,7757.05,13,2,1,5,556,11823.0,1,0
41,8572.04,5277.21,17,4,5,3,675,11640.24,7,1
36,509.13,4395.62,28,1,2,1,756,3202.69,6,0
43,3054.17,3216.52,33,1,3,1,656,16263.06,3,1
40,391.27,4897.87,35,2,3,1,547,4914.25,7,0
53,18356.23,2299.75,34,4,5,0,640,34916.31,2,1
33,80767.55,14310.09,12,4,6,4,717,42429.57,19,0
39,2115.91,11682.3,20,1,3,3,578,2903.07,3,0
45,8330.48,1936.7,32,2,7,5,605,16355.32,4,1
40,3063.8,1120.06,33,7,10,6,630,38356.7,2,1
45,3628.45,2312.79,13,5,4,1,591,25084.15,9,0
54,7711.85,1602.15,32,3,6,3,537,38414.04,5,0
43,5881.91,8678.97,21,5,7,3,681,28861.57,9,0
24,282.49,11874.28,16,3,2,0,583,18506.93,7,0
70,11290.55,2451.6,19,4,2,8,630,17017.24,10,0
26,307.54,2542.01,56,9,6,2,576,169.66,16,0
49,54394.4,18460.32,39,3,3,2,597,19212.82,5,0
56,18430.4,6735.13,22,3,5,2,593,10352.7,8,1
45,44608.24,12913.64,30,2,10,1,578,37625.47,1,0
48,350.29,14075.99,50,2,1,2,594,34950.77,10,0
52,1170.21,3699.87,19,3,7,3,603,21497.43,2,0
44,10399.19,2485.38,14,6,4,1,608,30465.59,11,0
44,19201.73,8658.27,15,2,6,1,696,23001.17,5,0
49,135844.98,14647.99,52,5,6,4,556,48061.53,10,1
47,3850.68,7900.9,41,4,2,2,650,11358.46,0,0
49,69.76,7251.45,39,5,4,6,554,16289.05,4,0
46,1820.51,2973.06,35,2,8,5,571,37449.88,6,0
58,13553.46,11065.88,44,5,4,4,654,6821.71,3,1
71,40141.59,14485.75,19,11,1,2,547,51882.37,14,1
24,121.94,11203.17,25,4,2,1,559,16938.45,7,0
34,1245.26,3091.42,40,4,6,6,606,39765.56,5,1
37,6746.65,5820.43,21,4,7,6,566,26510.97,4,1
47,7340.94,12090.84,14,5,4,4,614,61100.2,17,1
42,1063.21,3146.07,30,3,1,0,652,13375.16,13,0
36,188.1,1906.89,13,3,1,2,655,101.66,7,0
42,11169.85,8230.24,16,2,2,0,635,15828.76,10,1
18,107.86,1173.77,57,3,5,5,582,7304.17,18,0
43,20422.89,8828.13,15,2,5,0,522,29424.24,11,0
48,8905.95,2853.1,42,2,9,3,660,54532.22,8,0
56,401.69,11209.79,14,2,3,4,524,1596.69,1,0
49,1230.28,7815.34,46,6,1,4,526,29881.71,8,0
68,3100.38,9628.46,26,6,5,6,541,2451.28,3,0
49,565.71,4647.2,27,7,3,3,576,1434.07,9,0
36,273.57,3182.22,34,3,7,1,584,9583.21,11,0
35,2163.42,14677.64,22,3,4,2,679,31713.3,2,0
47,12378.22,1414.77,38,10,5,1,608,32617.47,1,1
52,6552.14,9504.7,47,6,3,2,579,25417.93,13,0
25,1348.02,21703.43,15,5,2,1,595,36078.8,3,0
42,8594.38,2404.18,17,1,2,4,654,9560.57,2,1
26,271.34,4105.36,70,5,2,2,669,35977.47,15,0
54,9177.08,13321.26,30,3,1,5,639,31828.41,5,1
29,214.0,6222.78,17,6,3,1,543,10855.51,9,0
61,12569.63,14817.71,18,5,3,0,615,60296.36,16,1
49,45269.92,10066.27,19,3,7,1,558,29485.63,5,0
33,3010.54,11593.69,45,1,9,1,608,36479.73,4,0
18,25.75,3219.66,27,1,3,2,590,645.99,18,0
45,12078.66,10273.59,25,4,5,1,618,8255.98,3,1
49,3987.08,5333.0,40,4,3,2,614,15290.76,4,0
58,1573.99,7150.5,19,5,6,4,581,13114.29,1,0
46,600.15,7617.62,45,1,5,1,712,4204.19,12,0
35,5418.58,6672.1,30,2,3,3,568,18733.08,14,0
40,105.16,8306.09,15,2,5,2,568,24226.3,4,0
50,1956.64,5543.23,14,7,5,4,650,25088.68,1,0
23,421.67,14101.75,15,4,6,1,578,39826.1,5,0
54,45953.46,10610.31,20,2,5,4,727,19102.12,3,0
48,3274.33,5252.41,34,4,4,4,613,5812.67,5,0
87,15070.37,26297.43,38,8,1,3,574,44772.71,1,1
27,401.96,13814.73,22,5,5,2,430,7043.37,4,0
55,15203.91,5809.82,29,4,3,2,657,11600.59,7,1
50,6837.78,5647.37,33,5,1,2,608,4563.64,1,0
30,425.63,7777.23,24,5,3,1,636,3990.58,7,0
30,348.23,9580.0,14,6,3,2,638,5261.31,5,0
48,229.12,5958.81,28,4,3,4,617,4085.6,7,0
49,898.0,1476.02,33,2,2,3,594,12783.15,2,0
58,20335.25,9043.56,24,4,3,2,616,20052.7,9,1
50,5630.21,5344.46,41,4,3,2,540,10978.23,7,0
52,32035.28,9604.06,14,2,6,2,633,17840.51,1,0
47,433.26,5733.93,18,3,2,3,588,12854.23,7,0
30,296.69,5451.55,59,2,5,3,597,9693.96,12,0
33,195.0,3097.27,15,3,3,2,584,5719.76,7,0
19,141.18,8170.35,28,3,4,1,564,10572.82,12,0
46,30829.59,14860.09,17,4,5,2,585,4581.96,2,1
47,11046.41,9370.06,38,3,2,0,656,6313.09,1,0
52,2279.63,8323.11,55,1,5,1,576,6692.8,3,0
44,1645.85,1337.44,13,1,5,2,511,23683.28,7,0
31,1725.75,14351.0,21,3,6,0,596,40902.23,1,0
49,4107.78,6970.79,13,1,5,4,567,8847.3,2,0
46,8287.18,4857.42,21,2,2,0,597,15074.96,10,0
83,10926.42,20708.51,45,2,4,3,664,10563.09,6,1
46,9971.72,10846.89,29,3,2,2,584,2362.31,6,0
48,4648.24,6459.06,35,7,2,2,482,5065.25,2,0
49,35715.53,8418.96,15,6,4,0,673,13423.62,2,1
40,2695.58,2295.86,32,3,3,2,510,8898.61,3,1
39,12441.05,3228.72,31,8,8,1,598,62069.66,18,0
47,15875.34,7754.0,30,4,9,2,616,40361.53,4,0
51,10353.91,8575.95,25,6,4,3,691,2575.21,0,0
49,2975.78,2470.27,15,3,3,1,570,20166.51,6,0
40,5405.9,3121.35,40,1,7,1,595,54102.15,18,1
45,36088.94,6840.87,17,2,1,3,704,8351.46,6,1
40,1349.78,6142.77,54,3,4,0,587,20058.07,8,0
30,1542.72,4403.19,52,2,9,0,628,54247.79,14,1
37,1430.95,10797.81,27,2,5,2,555,21099.08,7,0
35,3369.92,10520.08,61,6,8,5,624,81293.78,15,1
43,12620.14,8573.54,12,7,6,1,650,26594.98,8,0
50,2759.59,4131.02,28,3,5,3,561,16550.74,1,0
57,2897.47,5170.53,37,4,2,5,603,21817.5,5,0
80,5326.57,25957.74,47,3,3,1,539,33161.2,8,1
21,5405.31,22451.53,32,2,1,4,608,31736.71,4,1
47,1136.32,2552.34,14,4,3,5,634,13970.51,10,0
45,2044.28,6484.15,29,2,3,3,571,398.24,3,0
55,12572.5,2516.2,19,4,4,2,579,15313.69,14,1
48,19101.34,15166.74,32,3,3,3,621,12433.43,3,0
45,8528.67,12307.43,60,1,8,2,623,99794.23,26,1
41,2177.07,5449.32,45,1,1,1,578,9774.7,4,0
46,7175.95,4091.66,23,3,6,2,519,34121.83,8,0
43,1133.57,2159.55,43,2,4,1,554,6662.61,13,0
43,3399.07,1718.67,68,2,12,2,557,68566.54,6,1
47,10255.88,4154.98,13,3,4,1,608,22429.56,7,0
27,1963.54,15789.69,16,4,3,0,542,6710.17,6,1
48,377.41,16506.91,59,1,7,1,617,20617.66,13,0
51,830.34,5645.3,56,6,8,1,508,25166.38,9,0
51,1366.01,1919.59,34,1,2,3,615,9092.6,1,0
56,10152.9,12136.23,32,2,2,4,680,27422.37,7,1
51,39881.35,13222.25,22,2,5,2,640,3249.08,2,0
37,785.2,3100.71,44,3,1,1,581,8330.81,8,0
32,5980.83,7605.6,32,3,8,7,602,33638.31,4,1
48,1778.02,7583.57,51,3,3,3,639,30855.31,0,0
59,10101.6,11038.06,40,4,3,2,588,14724.68,6,1
43,4139.1,11958.31,38,3,5,1,592,12440.37,6,0
51,597.22,9863.58,35,4,6,2,571,58.25,5,0
42,2137.39,2556.77,40,4,1,1,664,723.08,7,0
33,4453.91,16069.95,13,6,2,0,598,13243.34,2,1
23,674.59,13745.66,33,5,7,1,635,35521.07,8,0
18,168.95,11136.7,29,3,1,2,630,5324.3,12,0
64,2089.36,9536.1,18,1,5,5,545,3535.63,2,0
38,4407.26,1917.66,16,4,4,5,675,4778.82,7,1
48,6042.29,7769.53,34,2,2,1,540,45800.48,17,1
48,5871.67,2403.1,40,1,8,4,627,49027.99,9,0
38,897.71,3688.56,45,3,5,2,673,25881.04,7,0
40,3484.58,10587.08,30,2,5,1,605,26694.83,1,0
28,1199.93,9575.52,52,1,2,3,636,6110.76,10,0
48,22012.47,10646.54,65,5,5,2,673,34653.56,1,0
29,1953.63,21912.68,16,1,6,1,557,57795.4,0,0
27,451.22,10516.42,25,3,2,0,602,5858.87,5,0
41,24025.48,14253.98,32,6,4,0,604,2412.58,6,0
65,35487.22,10105.28,16,2,3,1,575,34087.8,14,1
49,254.91,15981.85,39,6,9,0,591,639.0,9,0
33,1484.62,11094.94,31,4,4,1,571,21337.8,4,0
43,6265.12,7413.06,25,1,3,1,584,12257.72,9,0
31,147.41,5931.44,39,3,5,1,608,5582.88,13,0
50,100807.95,8171.41,26,5,6,0,619,40439.03,9,0
